Column Name,Max,Min,nonzero_min_values,Zero Count,Null Count,Mean,Median,Non-zero Mean,Non-zero Median
310X19,0.7616,0,0.2205,516,0,0.15053075,0,0.424030282,0.4425
310X20,0.9256,0,0.1785,516,0,0.12265975,0,0.345520423,0.3253
310X21,0.0065,-0.2637,-0.2637,516,0,-0.031948,0,-0.089994366,-0.1038
310X22,0.428,-0.539,-0.539,516,0,-0.09854475,0,-0.277590845,-0.2487
310X23,0.292,-0.0484,-0.0484,516,0,0.003553375,0,0.010009507,0.0104
310X24,0,-0.1608,-0.1608,516,0,-0.03807525,0,-0.107254225,-0.1004
310X27,14.869,13.885,13.885,0,0,14.320935,14.226,14.320935,14.226
310X28,17.946,9.947,9.947,0,0,12.98873625,12.257,12.98873625,12.257
310X29,15.941,12.221,12.221,0,0,15.131965,15.635,15.131965,15.635
310X30,17.249,10.806,10.806,0,0,13.47738125,13.064,13.47738125,13.064
310X31,15.169,12.943,12.943,0,0,14.67697625,14.9725,14.67697625,14.9725
310X32,16.449,11.455,11.455,0,0,13.8375075,14.136,13.8375075,14.136
310X33,11983,9895,9895,0,0,11222.74625,10928,11222.74625,10928
310X34,2047,0,16,2,0,646.5725,475.5,648.1929825,476
310X36,9369,0,9340,794,0,70.165,0,9355.333333,9355
310X37,163,0,162,794,0,1.22125,0,162.8333333,163
310X38,1,0,1,794,0,0.0075,0,1,1
310X42,14,-104,-104,0,0,-67.97,-56,-67.97,-56
310X43,73,-173,-173,9,0,-104.52125,-109,-105.710493,-109
310X44,49.996338,23.427734,23.427734,0,0,24.20895486,24.014893,24.20895486,24.014893
310X56,2.01707E+15,2.01706E+15,2.01706E+15,0,0,2.01706E+15,2.01706E+15,2.01706E+15,2.01706E+15
310X96,23.81,22.9,22.9,0,0,23.3752875,23.33,23.3752875,23.33
310X97,23.64,0,23.25,798,0,0.0586125,0,23.445,23.445
310X99,8.85212,-26.173764,-26.173764,0,0,-12.0320318,-12.189127,-12.0320318,-12.189127
310X101,34.981928,-0.278581,-0.278581,0,0,16.77646317,16.872998,16.77646317,16.872998
310X103,7.255365,-12.541125,-12.541125,0,0,-5.126027686,-5.216236,-5.126027686,-5.216236
310X105,34.345707,-0.773953,-0.773953,0,0,16.13905336,16.226154,16.13905336,16.226154
310X107,6.362129,-3.842671,-3.842671,0,0,-0.7835666,-0.768678,-0.7835666,-0.768678
310X109,34.356343,-0.422386,-0.422386,0,0,16.03333487,16.182036,16.03333487,16.182036
310X111,6.597155,-1.185467,-1.185467,0,0,3.724787455,3.865676,3.724787455,3.865676
310X113,34.454991,-0.85926,-0.85926,0,0,15.6944882,15.7203325,15.6944882,15.7203325
310X115,13.799235,-3.378212,-3.378212,0,0,7.621332533,7.817825,7.621332533,7.817825
310X117,34.013497,-2.031028,-2.031028,0,0,15.38541124,15.4730315,15.38541124,15.4730315
310X119,27.46701,-6.288446,-6.288446,0,0,14.34982986,14.5964985,14.34982986,14.5964985
310X121,33.467117,-3.463488,-3.463488,0,0,15.03773408,14.956167,15.03773408,14.956167
310X130,206.188047,-111.383015,-111.383015,0,0,49.30149821,44.3779085,49.30149821,44.3779085
310X131,705.828468,-719.760675,-719.760675,0,0,-4.919361076,-233.272189,-4.919361076,-233.272189
310X132,808.874379,-534.5754,-534.5754,0,0,-65.41373867,-140.8329215,-65.41373867,-140.8329215
310X138,5,4,4,0,0,4.00125,4,4.00125,4
310X139,6,4,4,0,0,4.0025,4,4.0025,4
310X140,6,5,5,0,0,5.00125,5,5.00125,5
310X147,0.383936,-0.337795,-0.337795,0,0,0.29661567,0.311415,0.29661567,0.311415
310X148,0.352334,-0.348037,-0.348037,0,0,0.195017398,0.289559,0.195017398,0.289559
310X149,0.486712,-0.389105,-0.389105,0,0,0.186396577,0.383401,0.186396577,0.383401
310X150,0.344915,-0.479054,-0.479054,0,0,0.237683396,0.291025,0.237683396,0.291025
310X151,0.467153,-0.436892,-0.436892,0,0,0.217895505,0.353931,0.217895505,0.353931
310X152,0.426725,-0.377611,-0.377611,0,0,0.283782119,0.320043,0.283782119,0.320043
310X153,0.505454,0.287415,0.287415,0,0,0.352953236,0.351762,0.352953236,0.351762
310X154,0.174952,0.088524,0.088524,0,0,0.132017224,0.13519,0.132017224,0.13519
310X155,0.128924,-0.120563,-0.120563,0,0,0.078277415,0.09645,0.078277415,0.09645
310X156,0.183835,0.091928,0.091928,0,0,0.139692244,0.151863,0.139692244,0.151863
310X157,0.176945,0.097456,0.097456,0,0,0.124676885,0.129663,0.124676885,0.129663
310X158,0.266834,-0.129575,-0.129575,0,0,0.151996875,0.119582,0.151996875,0.119582
310X159,0.169343,0.103135,0.103135,0,0,0.132622696,0.137087,0.132622696,0.137087
310X160,0.135813,-0.237868,-0.237868,0,0,0.026303497,0.079478,0.026303497,0.079478
310X161,0.305521,-0.229141,-0.229141,0,0,0.18218408,0.154207,0.18218408,0.154207
310X162,0.232323,0.15257,0.15257,0,0,0.158777481,0.155196,0.158777481,0.155196
310X163,0.153589,-0.153053,-0.153053,0,0,0.150677701,0.153589,0.150677701,0.153589
310X164,0.30542,0.153653,0.153653,0,0,0.183689055,0.153923,0.183689055,0.153923
310X165,0.231311,0.152621,0.152621,0,0,0.154642956,0.154207,0.154642956,0.154207
310X166,0.230827,0.152786,0.152786,0,0,0.153683708,0.153949,0.153683708,0.153949
310X167,0.231272,0.152255,0.152255,0,0,0.192098761,0.229274,0.192098761,0.229274
310X168,0.049152,0.024214,0.024214,0,0,0.03585079,0.034592,0.03585079,0.034592
310X169,0.038145,0.027379,0.027379,0,0,0.03361681,0.034602,0.03361681,0.034602
310X170,0.045179,0.027624,0.027624,0,0,0.03535882,0.03453,0.03535882,0.03453
310X171,0.038081,-0.024422,-0.024422,0,0,0.021668784,0.024255,0.021668784,0.024255
310X172,0.041494,0.027551,0.027551,0,0,0.032268799,0.031013,0.032268799,0.031013
310X173,0.042135,0.030762,0.030762,0,0,0.037148984,0.038089,0.037148984,0.038089
310X174,0.04864,-0.031346,-0.031346,0,0,0.03746999,0.034829,0.03746999,0.034829
310X175,0.052167,-0.034778,-0.034778,0,0,0.04062686,0.041633,0.04062686,0.041633
310X176,0.055645,-0.027691,-0.027691,0,0,0.040010514,0.038076,0.040010514,0.038076
310X177,0.055584,0.031256,0.031256,0,0,0.043075329,0.041595,0.043075329,0.041595
310X178,0.055572,0.034646,0.034646,0,0,0.040909848,0.041575,0.040909848,0.041575
310X179,0.059034,0.031234,0.031234,0,0,0.041909906,0.041646,0.041909906,0.041646
310X180,0.066059,0.038229,0.038229,0,0,0.04720817,0.048465,0.04720817,0.048465
310X181,0.055656,0.038202,0.038202,0,0,0.045919175,0.04518,0.045919175,0.04518
310X188,0.023476,-0.013429,-0.013429,0,0,0.013434908,0.0146655,0.013434908,0.0146655
310X200,0.131,-0.068,-0.068,0,0,0.05889625,0.07,0.05889625,0.07
310X201,0.189105,-0.074159,-0.074159,0,0,0.058906058,0.069833,0.058906058,0.069833
310X202,0.13843,-0.068597,-0.068597,0,0,0.054607958,0.072305,0.054607958,0.072305
310X206,34,-104,-104,0,0,-65.98,-51,-65.98,-51
310X207,-21,-275,-275,0,0,-127.085,-114,-127.085,-114
311X1,11,0,1,168,5,4.773584906,5,6.052631579,6
311X4,23051,9514,9514,0,5,15556.79874,14411,15556.79874,14411
311X5,82104,71760,71760,0,80,76537.31389,76252,76537.31389,76252
311X6,2.01707E+13,2.01706E+13,2.01706E+13,0,45,2.01706E+13,2.01706E+13,2.01706E+13,2.01706E+13
311X7,2.01707E+13,2.01706E+13,2.01706E+13,0,149,2.01706E+13,2.01706E+13,2.01706E+13,2.01706E+13
311X8,40.3,37.7,37.7,0,5,38.6909434,38.5,38.6909434,38.5
311X9,39.7,37.9,37.9,0,5,38.63031447,38.5,38.63031447,38.5
311X10,41.1,38.4,38.4,0,5,39.6008805,39.5,39.6008805,39.5
311X11,39.5,37.2,37.2,0,5,38.26742138,38.2,38.26742138,38.2
311X12,40.1,37.5,37.5,0,5,38.67886792,38.5,38.67886792,38.5
311X14,90.4,89.8,89.8,0,5,90.05383648,90.1,90.05383648,90.1
311X15,90.4,89.9,89.9,0,5,90.02704403,90,90.02704403,90
311X16,90.4,90,90,0,5,90.09308176,90.1,90.09308176,90.1
311X17,90.4,89.8,89.8,0,5,90.02314465,90,90.02314465,90
311X18,90.4,89.8,89.8,0,5,90.05345912,90.1,90.05345912,90.1
311X20,2.01707E+13,2.01706E+13,2.01706E+13,0,180,2.01706E+13,2.01706E+13,2.01706E+13,2.01706E+13
311X21,8,1,1,0,163,1.021978022,1,1.021978022,1
311X22,2.01707E+13,2.01706E+13,2.01706E+13,0,41,2.01706E+13,2.01706E+13,2.01706E+13,2.01706E+13
311X24,13,7,7,0,5,11.75471698,13,11.75471698,13
311X25,14447,2700,2700,0,5,7272.644025,5555,7272.644025,5555
311X26,14447,2700,2700,0,5,7279.979874,5582,7279.979874,5582
311X27,23051,9515,9515,0,5,15557.26667,14412,15557.26667,14412
311X28,18625,4696,4696,0,5,12210.53459,12270,12210.53459,12270
311X29,302,300,300,0,5,300.8100629,301,300.8100629,301
311X30,301,300,300,0,5,300.8201258,301,300.8201258,301
311X31,302,300,300,0,5,301.1798742,301,301.1798742,301
311X32,301,300,300,0,5,300.7396226,301,300.7396226,301
311X33,302,300,300,0,5,300.8125786,301,300.8125786,301
311X51,2,1,1,0,90,1.442253521,1,1.442253521,1
311X52,200,1,1,0,88,92.41432584,88.5,92.41432584,88.5
311X53,981,1,1,0,90,183.9591549,151,183.9591549,151
311X54,82108,71764,71764,0,88,76397.19803,76112.5,76397.19803,76112.5
311X55,2.01707E+13,2.01706E+13,2.01706E+13,0,39,2.01706E+13,2.01706E+13,2.01706E+13,2.01706E+13
311X56,2.01707E+13,2.01706E+13,2.01706E+13,0,45,2.01706E+13,2.01706E+13,2.01706E+13,2.01706E+13
311X58,82107,71763,71763,0,36,76429.80497,76194,76429.80497,76194
311X59,2.01707E+13,2.01706E+13,2.01706E+13,0,28,2.01706E+13,2.01706E+13,2.01706E+13,2.01706E+13
311X60,2.01707E+13,2.01706E+13,2.01706E+13,0,99,2.01706E+13,2.01706E+13,2.01706E+13,2.01706E+13
311X61,369.2,365,365,0,5,366.9,366.2,366.9,366.2
311X62,369.1,365,365,0,5,366.8647799,366.1,366.8647799,366.1
311X63,369.2,365.1,365.1,0,5,366.9244025,366.2,366.9244025,366.2
311X65,369.2,365,365,0,5,366.8984906,366.2,366.8984906,366.2
311X66,369,365,365,0,5,366.7660377,366,366.7660377,366
311X67,7.2,3.9,3.9,0,5,5.259371069,5.3,5.259371069,5.3
311X68,7.1,4.9,4.9,0,5,5.791823899,5.8,5.791823899,5.8
311X69,8,5.6,5.6,0,5,6.568176101,6.6,6.568176101,6.6
311X70,6.7,3.9,3.9,0,5,5.019496855,5,5.019496855,5
311X71,6.9,4.1,4.1,0,5,5.262767296,5.3,5.262767296,5.3
311X72,9.1,4,4,0,5,5.338867925,5.3,5.338867925,5.3
311X73,9.2,4.9,4.9,0,5,5.875471698,5.9,5.875471698,5.9
311X74,10.2,5.6,5.6,0,5,6.658867925,6.6,6.658867925,6.6
311X75,8.7,4,4,0,5,5.098113208,5.1,5.098113208,5.1
311X76,9.1,4.1,4.1,0,5,5.341509434,5.3,5.341509434,5.3
311X77,82107,71763,71763,0,66,76414.0545,76157.5,76414.0545,76157.5
311X80,373,369.7,369.7,0,5,371.649434,371.9,371.649434,371.9
311X81,372.9,369.8,369.8,0,5,371.6423899,371.8,371.6423899,371.8
311X82,373.1,370,370,0,5,371.7988679,372,371.7988679,372
311X83,372.9,369.7,369.7,0,5,371.627673,371.8,371.627673,371.8
311X84,373,369.7,369.7,0,5,371.6484277,371.9,371.6484277,371.9
311X85,373,370,370,0,5,371.7660377,372,371.7660377,372
311X86,10.7,6,6,0,5,8.593962264,8.5,8.593962264,8.5
311X87,9.8,5.7,5.7,0,5,8.305534591,8.2,8.305534591,8.2
311X88,10.7,6.2,6.2,0,5,8.720628931,8.5,8.720628931,8.5
311X89,9.5,5.3,5.3,0,5,7.80163522,7.7,7.80163522,7.7
311X90,10.4,6.1,6.1,0,5,8.602389937,8.5,8.602389937,8.5
311X91,10.1,6.2,6.2,0,5,8.47408805,8.5,8.47408805,8.5
311X92,9.6,5.8,5.8,0,5,8.205534591,8.3,8.205534591,8.3
311X93,10.2,6.2,6.2,0,5,8.582389937,8.6,8.582389937,8.6
311X94,9.1,5.4,5.4,0,5,7.725157233,7.8,7.725157233,7.8
311X95,10.1,6,6,0,5,8.476981132,8.5,8.476981132,8.5
311X103,0.1,0,0.1,355,5,0.055345912,0.1,0.1,0.1
311X104,0.1,0,0.1,375,5,0.052830189,0.1,0.1,0.1
311X105,0.2,0,0.1,92,5,0.089056604,0.1,0.100711238,0.1
311X106,0.1,0,0.1,400,5,0.049685535,0,0.1,0.1
311X107,0.1,0,0.1,355,5,0.055345912,0.1,0.1,0.1
311X109,5.1,4.7,4.7,0,5,4.924528302,5,4.924528302,5
311X110,5,4.7,4.7,0,5,4.87081761,4.9,4.87081761,4.9
311X111,5.1,4.7,4.7,0,5,4.970691824,5,4.970691824,5
311X112,5,4.6,4.6,0,5,4.82591195,4.9,4.82591195,4.9
311X113,5.1,4.7,4.7,0,5,4.92427673,5,4.92427673,5
311X115,30.1,29.8,29.8,0,5,29.98528302,30,29.98528302,30
311X116,30,29.9,29.9,0,5,29.97408805,30,29.97408805,30
311X117,30.1,29.9,29.9,0,5,30.02691824,30,30.02691824,30
311X118,30,29.8,29.8,0,5,29.92716981,29.9,29.92716981,29.9
311X119,30.1,29.8,29.8,0,5,29.98603774,30,29.98603774,30
311X127,0.2,0,0.1,232,5,0.086163522,0.1,0.121669627,0.1
311X128,0.2,0,0.1,312,5,0.063396226,0.1,0.104347826,0.1
311X129,0.2,0,0.1,189,5,0.101761006,0.1,0.13349835,0.1
311X130,0.2,-0.1,-0.1,338,5,0.05836478,0.1,0.101531729,0.1
311X131,0.2,0,0.1,221,5,0.087672956,0.1,0.121428571,0.1
311X133,13.1,12.9,12.9,0,5,12.95446541,12.9,12.95446541,12.9
311X134,13.1,12.9,12.9,0,5,12.93987421,12.9,12.93987421,12.9
311X135,13.1,12.9,12.9,0,5,12.95924528,12.9,12.95924528,12.9
311X136,13.1,12.8,12.8,0,5,12.93446541,12.9,12.93446541,12.9
311X137,13.1,12.8,12.8,0,5,12.95371069,12.9,12.95371069,12.9
311X139,1.31,1.29,1.29,0,5,1.301572327,1.3,1.301572327,1.3
311X140,1.31,1.29,1.29,0,5,1.301698113,1.3,1.301698113,1.3
311X141,1.31,1.3,1.3,0,5,1.302113208,1.3,1.302113208,1.3
311X142,1.31,1.29,1.29,0,5,1.299786164,1.3,1.299786164,1.3
311X143,1.31,1.29,1.29,0,5,1.301647799,1.3,1.301647799,1.3
311X144,1.3,1.3,1.3,0,5,1.3,1.3,1.3,1.3
311X145,0.1,-0.2,-0.2,27,5,-0.10754717,-0.1,-0.111328125,-0.1
311X146,0,-0.1,-0.1,71,5,-0.091069182,-0.1,-0.1,-0.1
311X147,0.1,-0.1,-0.1,97,5,-0.087044025,-0.1,-0.099140401,-0.1
311X148,0,-0.2,-0.2,27,5,-0.117735849,-0.1,-0.121875,-0.1
311X149,0,-0.2,-0.2,33,5,-0.107672956,-0.1,-0.112335958,-0.1
311X151,0,-0.1,-0.1,618,5,-0.022264151,0,-0.1,-0.1
311X152,0,-0.1,-0.1,584,5,-0.026540881,0,-0.1,-0.1
311X153,0,-0.1,-0.1,790,5,-0.000628931,0,-0.1,-0.1
311X154,0,-0.1,-0.1,410,5,-0.048427673,0,-0.1,-0.1
311X155,0,-0.1,-0.1,620,5,-0.022012579,0,-0.1,-0.1
311X162,82109,71765,71765,0,67,76506.17735,76255,76506.17735,76255
311X163,2.01707E+13,2.01706E+13,2.01706E+13,0,27,2.01706E+13,2.01706E+13,2.01706E+13,2.01706E+13
311X164,2.01707E+13,2.01706E+13,2.01706E+13,0,24,2.01706E+13,2.01706E+13,2.01706E+13,2.01706E+13
311X165,82082,71738,71738,0,60,76393.9,76092.5,76393.9,76092.5
311X169,82107,71763,71763,0,67,76477.26739,76202,76477.26739,76202
311X170,2.01707E+13,2.01706E+13,2.01706E+13,0,57,2.01706E+13,2.01706E+13,2.01706E+13,2.01706E+13
311X171,2.01707E+13,2.01706E+13,2.01706E+13,0,51,2.01706E+13,2.01706E+13,2.01706E+13,2.01706E+13
311X178,6.3,6.3,6.3,0,55,6.3,6.3,6.3,6.3
311X182,13,1,1,0,5,5.527044025,5,5.527044025,5
311X183,38.7,36,36,0,5,37.4872956,37.1,37.4872956,37.1
311X184,39.5,36.8,36.8,0,5,38.2872956,37.9,38.2872956,37.9
311X187,48.7,43.5,43.5,0,5,46.48213836,46.2,46.48213836,46.2
311X188,48.9,43.5,43.5,0,5,46.60339623,46.4,46.60339623,46.4
311X189,58.3,48.9,48.9,0,5,52.90301887,52.4,52.90301887,52.4
311X190,48.7,43.5,43.5,0,5,46.45534591,46.2,46.45534591,46.2
311X191,48.7,43.5,43.5,0,5,46.48402516,46.2,46.48402516,46.2
311X192,14.14,13.91,13.91,0,5,14.06739623,14.08,14.06739623,14.08
311X193,14.14,13.94,13.94,0,5,14.07797484,14.09,14.07797484,14.09
311X194,14.27,13.97,13.97,0,5,14.11493082,14.12,14.11493082,14.12
311X195,14.11,12.55,12.55,0,5,13.42421384,13.42,13.42421384,13.42
311X196,14.14,13.92,13.92,0,5,14.06823899,14.08,14.06823899,14.08
311X197,14.16,13.99,13.99,0,5,14.09477987,14.11,14.09477987,14.11
311X199,215,44,44,0,5,89.58742138,88,89.58742138,88
311X200,1958,1284,1284,0,5,1759.284277,1885,1759.284277,1885
311X203,58.8,53.9,53.9,0,5,56.15735849,54.9,56.15735849,54.9
311X204,58.7,53.4,53.4,0,5,55.67018868,54.7,55.67018868,54.7
311X205,58.8,54,54,0,5,56.19496855,54.9,56.19496855,54.9
311X206,56.5,44.3,44.3,0,5,49.31069182,47.8,49.31069182,47.8
311X207,58.9,53.9,53.9,0,5,56.15899371,54.9,56.15899371,54.9
311X208,5.62,5.37,5.37,0,5,5.538440252,5.55,5.538440252,5.55
311X209,5.6,5.3,5.3,0,5,5.518704403,5.53,5.518704403,5.53
311X210,5.63,5.37,5.37,0,5,5.541597484,5.55,5.541597484,5.55
311X211,5.26,4.3,4.3,0,5,4.847584906,4.86,4.847584906,4.86
311X212,5.62,5.37,5.37,0,5,5.538389937,5.55,5.538389937,5.55
311X223,198,50,50,0,5,115.1522013,109,115.1522013,109
Chamber ID,3,1,1,0,0,2.29625,2,2.29625,2
312X1,145,81.5,81.5,0,0,112.3225,126,112.3225,126
312X2,85,77,77,0,1,83.21902378,85,83.21902378,85
312X3,98,83,83,0,1,92.16708385,91,92.16708385,91
312X6,103,90,90,0,0,93.21875,92.5,93.21875,92.5
312X7,103,90,90,0,1,97.24092616,100,97.24092616,100
312X8,103.6,97,97,0,1,100.1062578,99.5,100.1062578,99.5
312X11,127,114.5,114.5,0,0,120.7875,123,120.7875,123
312X12,119,111,111,0,1,115.7834793,116,115.7834793,116
312X13,122,109,109,0,1,118.2459324,118,118.2459324,118
312X16,114.5,94,94,0,0,99.17875,94,99.17875,94
312X17,116,99.5,99.5,0,1,103.3128911,102,103.3128911,102
312X18,113.7,93,93,0,1,98.97722153,97,98.97722153,97
312X21,105.5,82.5,82.5,0,0,93.511875,88,93.511875,88
312X22,105.5,97,97,0,1,101.3848561,100.5,101.3848561,100.5
312X23,105.5,95.5,95.5,0,1,101.8729662,103,101.8729662,103
312X26,102,87,87,0,0,94.12375,94,94.12375,94
312X27,103.5,89.5,89.5,0,1,99.16458073,99.5,99.16458073,99.5
312X28,102,83.9,83.9,0,1,94.85994994,97,94.85994994,97
312X31,97,90,90,0,0,93.82875,95.5,93.82875,95.5
312X32,101.5,90,90,0,1,95.24405507,95.5,95.24405507,95.5
312X33,102.5,96.5,96.5,0,1,99.07684606,99.5,99.07684606,99.5
312X36,102,91,91,0,0,96.4175,94,96.4175,94
312X37,103.5,91,91,0,1,99.18710889,99.5,99.18710889,99.5
312X38,102,79.7,79.7,0,1,94.20500626,97,94.20500626,97
312X41,105.5,95.5,95.5,0,0,99.960625,96,99.960625,96
312X42,105.5,97.5,97.5,0,1,102.0406758,100.5,102.0406758,100.5
312X43,105.5,99.5,99.5,0,1,103.1760951,103,103.1760951,103
312X46,111,87,87,0,0,96.65,94,96.65,94
312X47,113,99.5,99.5,0,1,103.422403,102,103.422403,102
312X48,102,93,93,0,1,97.3126408,97,97.3126408,97
312X51,366,307,307,0,0,338.87375,341,338.87375,341
312X52,279,251,251,0,1,268.1339174,269,268.1339174,269
312X53,176,166,166,0,1,171.0463079,171,171.0463079,171
312X54,241,217,217,0,1,228.8335419,229,228.8335419,229
312X55,233,222,222,0,110,226.6463768,227,226.6463768,227
312X57,428,313,313,0,0,363.28375,357,363.28375,357
312X58,311,273,273,0,1,294.6946183,294,294.6946183,294
312X59,189,168,168,0,1,178.6720901,178,178.6720901,178
312X60,313,236,236,0,1,257.5657071,259,257.5657071,259
312X61,238,227,227,0,110,231.9710145,232,231.9710145,232
312X63,348,268,268,0,0,313.14875,314,313.14875,314
312X64,254,221,221,0,1,234.3967459,233,234.3967459,233
312X65,164,148,148,0,1,155.9061327,156,155.9061327,156
312X66,231,184,184,0,1,217.3929912,220,217.3929912,220
312X67,229,215,215,0,110,221.6478261,222,221.6478261,222
312X69,9.18,0.32,0.32,0,0,1.390025,1.63,1.390025,1.63
312X70,2.59,0,0.37,131,1,0.651426783,0.46,0.779176647,0.79
312X71,2.74,0,0.3,131,1,0.628698373,0.43,0.751991018,0.75
312X72,2.9,0,0.32,131,1,0.654618273,0.46,0.782994012,0.79
312X73,0.21,0,0.1,455,110,0.056202899,0,0.165021277,0.19
312X75,12.63,7.13,7.13,0,0,8.106175,7.98,8.106175,7.98
312X76,3.2,0,0.53,131,1,0.803266583,0.68,0.960793413,0.95
312X77,2.93,0,0.4,131,1,0.718072591,0.55,0.858892216,0.85
312X78,3.08,0,0.38,131,1,0.711789737,0.53,0.851377246,0.85
312X79,0.25,0,0.13,455,110,0.067405797,0,0.197914894,0.23
312X81,7.65,0,0.48,131,0,0.7604,0.7,0.909297459,0.9
312X82,2.45,0,0.23,131,1,0.570425532,0.38,0.682290419,0.7
312X83,2.55,0,0.23,131,1,0.570876095,0.38,0.682829341,0.68
312X84,2.78,0,0.25,131,1,0.604305382,0.4,0.722814371,0.73
312X85,0.18,0,0.08,455,110,0.046536232,0,0.136638298,0.15
312X87,4006,3998,3998,0,0,4001.09375,4000,4001.09375,4000
312X88,4006,3998,3998,0,1,4001.068836,4000,4001.068836,4000
312X89,4006,3998,3998,0,1,4001.06383,4000,4001.06383,4000
312X90,4007,3998,3998,0,1,4001.086358,4000,4001.086358,4000
312X91,2,0,1,683,110,0.014492754,0,1.428571429,1
312X93,4150,4000,4000,0,0,4010.2125,4010,4010.2125,4010
312X94,4020,4000,4000,0,1,4009.874844,4010,4009.874844,4010
312X95,4020,4000,4000,0,1,4009.449312,4010,4009.449312,4010
312X96,4010,4000,4000,0,1,4008.811014,4010,4008.811014,4010
312X97,20,0,10,631,110,0.869565217,0,10.16949153,10
312X99,4000,3990,3990,0,0,3994.0875,3990,3994.0875,3990
312X100,4000,3990,3990,0,1,3993.929912,3990,3993.929912,3990
312X101,4000,3990,3990,0,1,3994.443054,3990,3994.443054,3990
312X102,4000,3990,3990,0,1,3994.881101,3990,3994.881101,3990
312X111,26.2,10.7,10.7,0,0,19.164125,17.9,19.164125,17.9
312X112,26.6,11.1,11.1,0,1,19.31364205,19.3,19.31364205,19.3
312X113,26.8,12.1,12.1,0,1,20.41276596,21.3,20.41276596,21.3
312X114,26.8,11.9,11.9,0,1,20.38347935,21.8,20.38347935,21.8
312X115,26.3,11.5,11.5,0,110,19.7773913,20.9,19.7773913,20.9
312X117,26.7,11.2,11.2,0,0,20.184125,19.8,20.184125,19.8
312X118,27.2,11.8,11.8,0,1,20.6795995,22,20.6795995,22
312X119,27.4,12.3,12.3,0,1,21.0212766,22.5,21.0212766,22.5
312X120,27.3,12,12,0,1,20.72115144,22.3,20.72115144,22.3
312X121,26.6,11.6,11.6,0,110,20.01449275,21.3,20.01449275,21.3
312X123,26,10.4,10.4,0,0,18.32575,16.45,18.32575,16.45
312X124,26.2,10.4,10.4,0,1,18.22478098,16.8,18.22478098,16.8
312X125,26.5,11.8,11.8,0,1,19.65494368,19.9,19.65494368,19.9
312X126,26.5,11.8,11.8,0,1,19.98698373,20.9,19.98698373,20.9
312X127,26.1,11.5,11.5,0,110,19.54130435,20.5,19.54130435,20.5
312X129,36.1,27.8,27.8,0,0,32.866875,32.9,32.866875,32.9
312X130,35.1,27.7,27.7,0,1,32.50538173,32.6,32.50538173,32.6
312X131,36.3,29.1,29.1,0,1,33.19824781,33.4,33.19824781,33.4
312X132,36.9,30.2,30.2,0,1,33.69198999,33.7,33.69198999,33.7
312X133,37,30.6,30.6,0,110,33.86666667,33.9,33.86666667,33.9
312X135,36.5,28.2,28.2,0,0,33.256125,33.2,33.256125,33.2
312X136,35.6,28.4,28.4,0,1,33.0204005,33.1,33.0204005,33.1
312X137,36.6,29.6,29.6,0,1,33.47346683,33.6,33.47346683,33.6
312X138,37,30.5,30.5,0,1,33.85068836,33.9,33.85068836,33.9
312X139,37.1,30.7,30.7,0,110,33.97797101,34,33.97797101,34
312X141,35.7,27.4,27.4,0,0,32.491,32.6,32.491,32.6
312X142,34.9,27.3,27.3,0,1,32.18848561,32.3,32.18848561,32.3
312X143,35.9,28.6,28.6,0,1,32.90550688,33.1,32.90550688,33.1
312X144,36.8,29.9,29.9,0,1,33.50150188,33.6,33.50150188,33.6
312X145,37,30.5,30.5,0,110,33.75057971,33.8,33.75057971,33.8
312X153,4001,22,22,0,0,3065.935,4001,3065.935,4001
312X154,4004,3,3,0,1,3065.614518,4002,3065.614518,4002
312X155,4003,24,24,0,1,3067.170213,4003,3067.170213,4003
312X159,38,37.9,37.9,0,0,37.91175,37.9,37.91175,37.9
312X160,38,37.9,37.9,0,1,37.95581977,38,37.95581977,38
312X161,3.1,3.1,3.1,0,1,3.1,3.1,3.1,3.1
312X162,18.4,18.3,18.3,0,1,18.39924906,18.4,18.39924906,18.4
312X163,18.4,18.3,18.3,0,110,18.39797101,18.4,18.39797101,18.4
312X165,38,37.9,37.9,0,0,37.989625,38,37.989625,38
312X166,38.6,38.3,38.3,0,1,38.42403004,38.4,38.42403004,38.4
312X167,3.2,3.1,3.1,0,1,3.116145181,3.1,3.116145181,3.1
312X168,18.5,18.4,18.4,0,1,18.41514393,18.4,18.41514393,18.4
312X169,18.6,18.4,18.4,0,110,18.48666667,18.5,18.48666667,18.5
312X171,38,37.8,37.8,0,0,37.899375,37.9,37.899375,37.9
312X172,38,37.9,37.9,0,1,37.91176471,37.9,37.91176471,37.9
312X173,3.1,3,3,0,1,3.037046308,3,3.037046308,3
312X174,18.4,18.3,18.3,0,1,18.35381727,18.4,18.35381727,18.4
312X175,18.4,18.3,18.3,0,110,18.38956522,18.4,18.38956522,18.4
312X180,18.4,18.4,18.4,0,1,18.4,18.4,18.4,18.4
312X181,18.4,18.4,18.4,0,110,18.4,18.4,18.4,18.4
312X183,3.4,3.4,3.4,0,0,3.4,3.4,3.4,3.4
312X184,3.4,3.4,3.4,0,1,3.4,3.4,3.4,3.4
312X185,23.2,23.2,23.2,0,1,23.2,23.2,23.2,23.2
312X186,15,14.9,14.9,0,1,14.99887359,15,14.99887359,15
312X187,15,14.9,14.9,0,110,14.98304348,15,14.98304348,15
312X189,3.5,3.4,3.4,0,0,3.41025,3.4,3.41025,3.4
