210X1,210X11,210X16,210X36,210X104,210X106,210X118,210X156,210X167,210X190,210X193,220X33,220X163,220X166,311X25,311X26,311X74,311X86,311X87,311X88,311X90,311X182,311X183,311X184,311X189,311X211,312X51,312X129,340X109,360X896,360X1245,420X31,420X97,420X205,520X144,520X246,520X345,520X351,520X353,750X368,750X582,Value
0,0,0.066,425,5750.6,5736.3,184.445,195.39,189.615,54.8,0.02,673,0.476044,0.547062,3643,3670,6.6,8.4,8,8.4,7.8,1,38.7,39.5,52.3,4.88,318,34.2,45976,4.77,87.25,4813,8.8,982,22639,22640,22640,22616,22640,49.42,0.543,2.742549875
101.15,25.84,0.071,420,5723.1,5731.2,128.545,134.795,125.76,45.7,0.02,701,0.429704,0.479731,7272.644025,7279.979874,6.658867925,8.593962264,8.305534591,8.720628931,8.602389937,5.527044025,37.4872956,38.2872956,52.90301887,4.847584906,346,32.1,46486,3.85,81.7,5068,8.5,1280,22687,22688,22688,22664,22688,51,0.554,2.5787735
89.31,20.91,0.076,445,5732.5,5739.7,111.665,117.91,135.81,72.3,0.02,701,0.433917,0.488147,7272.644025,7279.979874,6.658867925,8.593962264,8.305534591,8.720628931,8.602389937,5.527044025,37.4872956,38.2872956,52.90301887,4.847584906,325,33.9,46486,3.85,81.7,362,8.6,1602,22688,22689,22689,22665,22689,51,0.554,2.749707674
89.34,20.97,0.076,445,5732.6,5738.9,112.18,117.825,136.215,72.7,0.01,701,0.425491,0.496564,7616,7616,6.9,7.5,7.4,7.7,7.3,1,37.1,37.9,49.1,5.01,330,33.1,46474,3.91,81.61,5062,8.5,1280,22663,22664,22664,22640,22664,50.99,0.554,2.62967518
0,0,0.066,430,5742.5,5730.3,186.31,197.05,191.445,52.8,0.02,701,0.429704,0.496564,7617,7617,6.5,7.9,7.4,7.9,7.8,1,37.1,37.9,51.2,4.86,334,31.7,46474,3.9,81.6,356,8.7,1553,22664,22665,22665,22641,22665,50.99,0.554,2.598832048
101.15,25.83,0.072,420,5722.5,5730.9,128.18,135.05,125.305,44.8,0.02,701,0.425491,0.50498,12557,12557,6.4,9.5,9.1,9.6,9.4,1,37,37.8,55.3,4.96,316,32.6,46475,3.87,81.69,16821,9.6,1700,22665,22666,22666,22642,22666,50.99,0.553,2.357419801
89.29,20.91,0.076,445,5733.1,5739.7,111.935,118.145,136.145,72.6,0.01,701,0.425491,0.492356,3396,3396,6.6,8.3,8.2,8.5,8.9,2,37.1,37.9,52,4.97,335,32.5,46477,3.86,81.73,16822,9.6,1592,22669,22670,22670,22646,22670,50.99,0.553,2.572338515
101.15,25.84,0.072,420,5722.4,5730.9,128.33,135.175,125.74,45.2,0.03,701,0.433917,0.483939,3398,3398,6.6,8,8.3,8.7,8.3,4,37.1,37.9,52,4.97,337,34.1,46480,3.86,81.7,5065,8.6,1289,22675,22676,22676,22652,22676,51,0.553,2.687268466
0,0,0.066,430,5743,5730.1,186.535,196.475,191.895,52.8,0.02,701,0.438129,0.488147,7621,7621,6.7,7.7,7.6,8.1,7.5,5,37.1,37.9,51.3,4.9,344,32.8,46480,3.86,81.69,359,8.9,1646,22676,22677,22677,22653,22677,51,0.554,2.629165981
0,0,0.066,435,5744.1,5732.8,189.03,200.485,193.955,54.8,0.03,627,-0.367726,-0.526413,7272.644025,7279.979874,6.658867925,8.593962264,8.305534591,8.720628931,8.602389937,5.527044025,37.4872956,38.2872956,52.90301887,4.847584906,326,33.4,46358,4.04,83.16,206,8.9,1499,21815,21816,21816,21792,21816,77.35,0.36,2.958736015
101.65,25.88,0.071,425,5723.9,5731.7,130.035,136.785,127.31,47.9,0.03,628,-0.359174,-0.552092,12432,12432,5.9,10,9.7,10,9.8,9,37,37.8,57.2,4.75,329,33.4,46292,4.09,83.23,16647,9.6,1651,21788,21789,21789,21765,21789,78.51,0.364,2.967283003
89.38,20.89,0.076,440,5731.7,5738.7,110.485,116.785,134.51,72.8,0.02,628,-0.359174,-0.547812,3275,3275,6.7,8.9,8.5,8.9,8.6,5,37.1,37.9,52.1,4.93,347,33.9,46293,4.09,83.23,9101,9.6,1431,21789,21790,21790,21766,21790,78.51,0.365,2.643035222
0,0,0.065,435,5743.8,5733.4,189.34,200.655,194.255,54.5,0.03,628,-0.359174,-0.556372,3519,3546,6.7,8.3,8.1,8.3,8.5,1,38.7,39.5,52.6,4.82,328,31.7,46293,4.03,83.31,4893,8.7,982,21790,21791,21791,21767,21791,78.49,0.368,3.019429386
101.55,25.81,0.071,425,5725.1,5733,74.955,136.88,127.525,49.4,0.03,694,0.442342,0.45869,12539,12539,6.4,9.9,9.5,9.9,9.8,8,37,37.8,55.5,4.73,339,34.1,46019,4.85,87.63,16471,9.8,1543,22341,22342,22342,22318,22342,78,0.346,3.040403152
101.55,25.82,0.071,425,5724.4,5732.2,130.025,137.25,127.13,49,0.02,695,0.446555,0.450274,3373,3373,6.8,9.6,8.9,9.6,9.1,13,37.1,37.9,53,4.81,340,33.1,46010,4.69,87.06,16465,9.6,1446,22317,22318,22318,22294,22318,78,0.348,2.87173472
89.25,20.81,0.076,440,5732.2,5740,110.055,116.3,134.15,73.1,0.02,695,0.446555,0.45869,3611,3638,7,8.7,8.3,8.7,8.5,10,38.7,39.5,52.8,4.78,348,34.9,46011,4.67,87.12,16466,9.4,1797,22321,22322,22322,22298,22322,78,0.347,2.561943068
101.55,25.82,0.071,425,5724.9,5732.4,130.185,137.1,127.245,49.2,0.02,695,0.450768,0.45869,12534,12534,5.9,9.8,9.5,10,9.8,3,37,37.8,54.7,4.9,341,33.9,46013,4.86,87.49,8968,9.6,1631,22326,22327,22327,22303,22327,78,0.348,2.976135439
89.25,20.84,0.076,440,5732,5740.3,110.22,116.505,134.04,73.2,0.02,695,0.454981,0.467107,3614,3641,7.1,8.7,8.4,8.7,8.6,13,38.7,39.5,51.6,4.98,341,29.3,46015,4.83,87.71,8969,9.6,1587,22330,22331,22331,22307,22331,78,0.347,2.514249462
89.28,20.82,0.076,440,5732.8,5740.2,109.94,116.355,134.38,73.2,0.02,694,0.454981,0.454482,12537,12537,5.8,10.7,9.7,10.7,9.6,6,37,37.8,55,4.84,338,35.4,46017,4.83,87.71,4776,8.7,1231,22335,22336,22336,22312,22336,78,0.348,3.01917636
0,0,0.067,425,5746.3,5737.2,183.575,193.87,187.815,53.5,0.01,609,-0.320691,-0.496455,12354,12354,5.9,9.4,9.5,10.3,9.6,7,37,37.8,55,4.73,315,33.4,45936,4.81,87.68,4899,8.7,1245,61298,61298,61300,61282,61300,77.63,0.363,2.690453077
89.38,20.4,0.077,445,5730.2,5735.1,111.02,117.55,134.725,72.8,0.01,773,-0.354898,-0.483615,4164,4191,7.2,8.7,8,8.7,8,9,38.7,39.5,53.5,4.74,348,32.2,47183,2.81,80.82,5470,8.5,1226,22037,22038,22038,22014,22038,74.48,0.692,2.822620932
0,0,0.066,425,5748.9,5736.6,183.035,193.77,187.665,54.4,0.03,774,-0.36345,-0.530693,3618,3618,9.3,6.1,6.1,6.5,6.1,1,36.2,37,54.7,4.3,332,35.3,47175,3.73,80.99,17229,9.6,1641,22012,22013,22013,21989,22013,74.48,0.69,2.684921148
89.29,20.82,0.076,440,5732.2,5740.6,110.12,116.53,134.345,73.1,0.01,627,-0.384829,-0.505014,7510,7510,6.9,7.9,7.6,8,8.4,4,37.1,37.9,51,4.75,340,35.7,46374,3.97,83.16,4931,8.5,1241,61633,61633,61635,61617,61635,77.97,0.37,2.676292513
0,0,0.065,435,5745.4,5733.9,188.6,199.77,193.98,54.5,0.04,627,-0.380554,-0.479335,3296,3296,6.7,9.2,8.8,9.2,9.1,13,37.1,37.9,53.5,4.72,346,31.9,46374,3.97,83.16,225,8.7,1558,61634,61634,61636,61618,61636,77.97,0.37,3.070934639
89.32,20.87,0.076,440,5732.6,5738.8,110.315,116.335,134.355,72.9,0.02,627,-0.376278,-0.526413,12445,12445,5.9,9.7,9.7,10,9.7,9,37,37.8,55.3,4.77,325,33.1,46366,4.04,83.12,4925,8.5,1289,61609,61609,61611,61593,61611,77.82,0.354,2.981764985
0,0,0.065,435,5744.4,5734,189.305,200.225,194.4,54.5,0.03,627,-0.372002,-0.530693,3288,3288,6.7,8.9,8.6,8.9,8.6,5,37.1,37.9,52,4.94,330,31.9,46366,4.03,83.13,219,8.7,1548,61610,61610,61612,61594,61612,77.82,0.354,3.082238087
101.6,25.83,0.071,425,5725.3,5732.5,130.26,136.63,127.505,48.5,0.03,627,-0.367726,-0.526413,3532,3559,6.7,8.4,8.2,8.4,8.1,1,38.7,39.5,51.3,5.06,312,32.6,46367,4.01,83.21,16680,9.7,1651,61611,61611,61613,61595,61613,77.82,0.354,2.613698854
101.6,25.82,0.071,425,5724.9,5732.5,74.82,137.195,127.48,48.9,0.03,627,-0.384829,-0.500734,3539,3566,7.1,8.3,8,8.3,8.7,8,38.7,39.5,50.7,4.93,323,35.4,46374,3.97,83.2,9139,9.8,1582,61632,61632,61634,61616,61634,77.97,0.37,2.686328583
0,0,0.066,430,5748.1,5735.6,186.67,197.36,191.835,52.3,0.03,743,0.454981,0.496564,7808,7808,6.3,7.8,7.6,8.3,8.1,7,37.1,37.9,52.1,4.81,340,35.8,46415,4.09,83.9,238,8.7,1553,21948,21949,21949,21925,21949,78.07,0.347,2.769121068
89.22,20.66,0.077,440,5731,5737.3,111.855,118.06,135.78,70.9,0.01,744,0.454981,0.492356,3814,3841,6.6,7.4,7.2,7.4,7.5,1,38.7,39.5,49.9,5.26,314,33.4,46415,4.12,85.16,4938,8.5,1231,21923,21924,21924,21900,21924,77.86,0.345,2.38594039
89.25,20.69,0.077,440,5730.8,5737.3,111.2,117.7,136.115,71.5,0.01,743,0.446555,0.488147,3817,3844,6.8,7.8,7.6,8,7.7,4,38.7,39.5,50.6,4.97,324,33,46415,4.11,84.47,4941,8.6,1231,21935,21936,21936,21912,21936,78.25,0.346,2.536356875
100.6,25.8,0.072,425,5735.5,5744,128.775,135.755,126.23,49.2,0.02,612,-0.329243,-0.475056,12458,12458,6.2,10.3,9.5,10.3,10.4,9,37,37.8,55.6,4.72,318,32.4,46220,3.98,84.18,16686,9.6,1543,61402,61402,61404,61386,61404,78.26,0.35,2.837624732
89.72,21.09,0.077,440,5727.9,5735.4,111.395,117.99,135.46,68.7,0.02,612,-0.329243,-0.475056,3301,3301,6.4,8.9,8.6,8.9,9.7,5,37.1,37.9,53.1,4.81,335,30.5,46220,3.98,84.18,9140,9.8,1475,61403,61403,61405,61387,61405,78.28,0.35,2.524959073
0,0,0.066,425,5747.6,5738.1,183.74,194.815,188.45,54.8,0.04,612,-0.333519,-0.475056,3545,3572,6.9,8,8,8.4,8.7,1,38.7,39.5,51.5,5.01,325,35.1,46220,3.97,84.26,4932,8.5,1241,61404,61404,61406,61388,61406,78.26,0.35,2.516241556
101.15,25.74,0.071,425,5733.7,5740.3,129.6,136.51,127.095,46.6,0.01,696,0.442342,0.462898,12552,12552,6.3,9.9,9.6,9.9,9.7,9,37,37.8,55.8,4.7,326,32.5,46020,3.88,81.54,5123,8.6,1231,61661,61661,61663,61645,61663,51,0.556,3.126440697
89.69,21.12,0.077,445,5730,5737,111.895,118.19,79.705,68.6,0,695,0.438129,0.45869,3627,3654,6.8,8.5,8.2,8.5,8.1,4,38.7,39.5,51.5,4.77,348,33.1,46024,3.85,81.65,16893,9.6,1592,61672,61672,61674,61656,61674,51,0.554,2.834022462
0,0,0.066,435,5743,5732.4,189.21,200.19,193.97,55.3,0.01,625,-0.36345,-0.539252,12471,12471,6.1,9.7,9.4,9.9,9.7,9,37,37.8,55.2,4.75,334,31.9,46164,3.86,83.18,16753,9.7,1592,61583,61583,61585,61567,61585,77.8,0.369,3.004899826
101.55,25.91,0.07,425,5723.3,5730.7,130.115,137.435,127.31,48.2,0.02,625,-0.367726,-0.539252,3314,3314,6.2,8.6,8.5,8.7,9,5,37.1,37.9,52.1,4.87,312,32.7,46165,3.86,83.2,9206,9.8,1631,61584,61584,61586,61568,61586,77.8,0.368,2.724268179
0,0,0.066,435,5743.2,5732.5,189.22,200.21,194.11,55.2,0.01,625,-0.367726,-0.534973,3558,3585,6.6,8.5,8,8.5,8.3,1,38.7,39.5,51.3,5.01,330,32.8,46165,3.85,83.27,4996,8.6,1231,61585,61585,61587,61569,61587,77.79,0.368,2.832889035
0,0,0.066,425,5751.2,5738.6,183.23,193.9,187.725,54.7,0.04,763,0.346347,-0.560651,3701,3701,9.8,6.5,6.3,6.6,6.8,1,36.2,37,55,4.32,330,32,47271,4.73,84.01,17247,9.5,1343,62543,62543,62545,62527,62545,70.59,0.7,2.831951083
101.25,25.58,0.071,420,5722.4,5731.7,127.81,134.97,125.67,47.3,0.03,762,0.350622,-0.556372,4255,4282,7.3,8,7.9,8.3,7.8,1,38.7,39.5,51.7,5.01,316,32.9,47271,4.72,84.03,9577,9.4,1529,62544,62544,62546,62528,62546,70.6,0.701,2.654602326
89.33,20.41,0.077,445,5732.3,5735.2,111.18,117.735,134.945,71.4,0.02,762,0.350622,-0.560651,12983,12983,6,9.2,9.1,9.6,9,1,37,37.8,56.5,4.84,326,33.2,47271,4.71,84.11,5479,8.8,1377,62545,62545,62547,62529,62547,70.59,0.702,3.135778944
88.84,20.88,0.076,435,5738,5743.3,111.2,117.83,135.975,69.9,0.02,711,0.433917,0.471315,3400,3400,10.2,6.9,6.6,7,6.9,2,36.2,37,53.5,4.5,346,31.5,46410,4.1,84.25,16746,9.7,1543,22583,22584,22584,22560,22584,44.3,0.544,2.639920023
88.85,20.86,0.077,435,5738.2,5743.8,111.385,117.58,135.89,70,0.01,711,0.433917,0.475523,3671,3698,7,8.2,7.7,8.2,8.2,2,38.7,39.5,50.3,4.99,330,31.6,46410,4.1,84.25,9199,9.9,1675,22584,22585,22585,22561,22585,44.3,0.544,2.47224117
89.1,21.14,0.076,435,5737.5,5743.1,111.115,117.49,136,70.9,0,711,0.433917,0.471315,3392,3392,9.4,6.8,6.5,6.8,6.7,1,36.2,37,52.7,4.59,333,30.7,46397,4.13,85.67,16740,9.7,1758,22559,22560,22560,22536,22560,44.96,0.538,2.469163064
89.03,21.05,0.076,435,5736.5,5743.1,111.24,117.495,136.025,70.9,0,711,0.433917,0.471315,3663,3690,7.2,7.7,7.7,8,7.7,1,38.7,39.5,52.4,4.82,319,32.8,46398,4.13,85.67,9193,9.8,1582,22560,22561,22561,22537,22561,44.96,0.538,2.29618389
89.03,20.97,0.076,435,5737,5743,111.025,117.53,135.665,70.7,0.01,711,0.438129,0.471315,7657,7657,6.1,7.7,7.2,7.7,7.6,1,37.1,37.9,50.7,4.92,339,33.2,46399,4.11,85.74,4983,8.5,1280,22561,22562,22562,22538,22562,44.96,0.539,2.458598314
88.94,20.87,0.076,435,5737.2,5743.5,111.23,117.195,135.78,68.6,0.02,711,0.433917,0.467107,3396,3396,9.7,6.7,6.7,7.1,7.1,5,36.2,37,53.9,4.38,336,27.8,46406,4.11,84.83,16743,9.6,1553,22571,22572,22572,22548,22572,44.71,0.542,2.701673356
88.9,20.84,0.077,435,5738,5742.9,111.135,117.52,135.605,68.6,0.02,711,0.433917,0.467107,3667,3694,6.9,8.3,8,8.3,8.1,5,38.7,39.5,52.6,4.82,324,29,46406,4.11,84.85,9196,9.9,1631,22572,22573,22573,22549,22573,44.71,0.542,2.468450205
88.97,21.16,0.077,435,5740.9,5746.8,110.835,116.62,134.875,73.3,0,744,0.463406,0.488147,3844,3871,6.6,7.5,7.2,7.5,7.6,1,38.7,39.5,52.4,4.87,346,32.2,46513,3.87,81.52,402,8.8,1602,22860,22861,22861,22837,22861,77.55,0.354,2.524142655
89.05,21.06,0.076,435,5740.8,5746.4,110.065,116.525,135.76,73.1,0,744,0.459193,0.492356,7830,7830,6.3,7.2,7,7.4,7.1,1,37.1,37.9,49.5,5.01,329,35.3,46513,3.87,81.51,16877,9.4,1631,22861,22862,22862,22838,22862,77.55,0.354,2.57599297
88.93,21.01,0.077,435,5742.6,5745.8,110.965,116.715,135.16,73,0.01,744,0.463406,0.492356,3845,3872,6.9,7.7,7.5,7.7,7.8,2,38.7,39.5,51.3,4.95,346,30.2,46514,3.85,81.6,5111,8.7,1241,22862,22863,22863,22839,22863,77.55,0.353,2.53784975
88.87,21.1,0.077,435,5742.4,5746,110.62,116.68,135.755,72.1,0,744,0.459193,0.488147,3846,3873,6.8,7.8,7.4,7.8,7.8,3,38.7,39.5,51.5,5.04,347,33.8,46515,3.85,81.61,16878,9.5,1602,22864,22865,22865,22841,22865,77.55,0.353,2.50655467
0,0,0.068,430,5745.7,5733.5,186.945,197.74,192.11,50.9,0,744,0.463406,0.488147,7832,7832,6.2,7.3,7.1,7.4,7.1,3,37.1,37.9,51.6,4.85,330,31.6,46515,3.85,81.62,9331,9.6,1431,22865,22866,22866,22842,22866,77.55,0.353,2.941386455
0,0,0.066,430,5745.4,5733.5,187.285,198.53,192.675,50.6,0.02,744,0.459193,0.492356,7839,7839,6.4,7.6,7.4,7.9,7.3,3,37.1,37.9,51.8,4.82,330,35.4,46520,3.84,81.58,406,8.7,1353,22879,22880,22880,22856,22880,77.55,0.357,2.850796258
0,0,0.066,430,5748.7,5735.5,186.915,197.57,191.835,52.3,0.03,746,0.459193,0.488147,12669,12669,5.9,10,9.3,10,10,2,37,37.8,55.4,4.97,336,34.5,46526,3.86,81.58,16872,9.5,1592,22891,22892,22892,22868,22892,77.61,0.37,2.771272807
89.2,20.65,0.076,440,5731.5,5737.5,111.54,117.76,135.605,72.6,0.02,746,0.459193,0.488147,7946,7946,6.5,8.1,7.8,8.1,8.1,11,37.1,37.9,52.7,4.71,339,35.8,46533,3.86,81.53,5108,8.6,1231,22905,22906,22906,22882,22906,77.61,0.372,2.760341973
101.45,25.79,0.071,425,5729.2,5737.2,129.885,137.12,127.3,46.8,0.02,640,0.376278,-0.539252,12385,12385,5.9,9.8,9.4,9.8,9.4,9,37,37.8,54.4,4.92,347,31.7,46426,3.82,80.21,17118,9.4,1441,22585,22586,22586,22562,22586,77.97,0.361,2.854402593
89.16,20.86,0.076,440,5735.3,5743.9,109.805,115.935,134.325,71.6,0.01,640,0.376278,-0.534973,3232,3232,6.3,8.3,8.1,8.3,8.3,5,37.1,37.9,51.9,4.96,327,32.5,46426,3.82,80.21,5353,8.4,918,22586,22587,22587,22563,22587,77.97,0.361,2.643564111
0,0,0.066,425,5748.4,5736.2,185.145,195.81,189.905,54.2,0.03,640,0.36345,-0.534973,3474,3501,6.8,7.8,7.9,8,8.4,1,38.7,39.5,51.4,5,340,32.6,46426,3.83,80.45,635,8.8,1402,22587,22588,22588,22564,22588,77.97,0.361,2.485312184
89.47,20.9,0.076,440,5729.9,5736.3,111.635,117.83,135.915,71.3,0,745,0.450768,0.496564,7844,7844,6.5,7.7,7.2,8,7.5,2,37.1,37.9,50.8,4.97,327,34.2,46412,4.01,83.35,245,8.9,1353,22268,22269,22269,22245,22269,77.89,0.376,2.623553576
89.41,20.81,0.076,440,5729.8,5736.2,111.6,118.08,136.085,71.2,0.01,745,0.454981,0.496564,3859,3886,7.1,7.9,7.6,8,7.6,3,38.7,39.5,52.6,4.86,340,34.2,46412,4.01,83.39,16707,9.4,1705,22269,22270,22270,22246,22270,77.89,0.375,2.453483985
89.38,20.77,0.076,440,5729.6,5736.2,111.48,118.115,135.445,70.5,0.01,745,0.450768,0.492356,3860,3887,7.1,8,7.8,8,8,4,38.7,39.5,51.3,4.8,327,33.3,46413,4,83.35,4952,8.5,1289,22271,22272,22272,22248,22272,77.89,0.375,2.49376917
89.27,20.68,0.076,440,5729.6,5736.8,111.24,117.715,135.745,69.3,0.02,745,0.454981,0.488147,7849,7849,6.5,7.6,7.4,8,7.6,7,37.1,37.9,52.3,4.74,340,35.7,46415,3.99,83.36,9163,9.6,1324,22278,22279,22279,22255,22279,77.89,0.376,2.531765269
89.22,20.66,0.077,440,5731,5737.4,111.36,117.795,135.335,69.3,0.01,745,0.450768,0.488147,7851,7851,6.5,7.4,7.4,7.9,7.4,2,37.1,37.9,50.3,4.88,347,31.4,46415,3.99,83.35,9164,9.7,1578,22282,22283,22283,22259,22283,77.89,0.376,2.569353841
89.28,20.68,0.076,440,5730.6,5737.2,111.68,117.885,135.795,69.4,0.01,745,0.450768,0.492356,3867,3894,7.1,8.5,7.8,8.5,8.5,4,38.7,39.5,51,4.82,347,33.3,46415,3.98,83.33,16711,9.7,1553,22285,22286,22286,22262,22286,77.89,0.376,2.46729667
0,0,0.066,430,5750.4,5737.4,186.365,197.285,190.49,52.9,0.03,755,0.391789,0.45869,3581,3581,6.8,8.1,8,8.5,8.3,4,37.1,37.9,51.9,5,350,32.8,46575,3.85,81.53,9369,9.6,1578,22977,22978,22978,22954,22978,77.04,0.353,2.745617398
100.7,25.47,0.071,425,5725.9,5734.3,128.54,135.045,125.76,48.6,0.02,755,0.391789,0.467107,8039,8039,6.4,8.2,7.9,8.2,7.9,9,37.1,37.9,51.1,4.97,349,33.8,46575,3.85,81.53,5148,8.5,1231,22978,22979,22979,22955,22979,77.05,0.354,2.860913379
100.75,25.49,0.071,425,5726.3,5734.3,128.105,135.755,125.74,48,0.03,756,0.391789,0.462898,4033,4060,7.2,8.1,7.6,8.1,7.9,1,38.7,39.5,52.6,4.83,337,32.1,46567,3.88,81.41,5142,8.5,1226,22953,22954,22954,22930,22954,77.04,0.349,2.692888261
0,0,0.066,430,5750.3,5737.5,186.055,196.535,191.035,52.9,0.04,756,0.387576,0.467107,8031,8031,6.6,7.2,7.3,7.6,7.3,1,37.1,37.9,51,4.98,344,34,46567,3.88,81.41,434,8.7,1304,22954,22955,22955,22931,22955,77.04,0.349,2.822822178
89.26,21.06,0.076,440,5734.1,5741.1,109.825,116.05,134.34,72.5,0,637,0.393381,-0.470776,3584,3611,6.9,7.9,7.5,7.9,8.1,1,38.7,39.5,52.3,4.82,349,32.7,46415,4.02,83.2,5015,8.5,1241,22239,22240,22240,22216,22240,78.88,0.366,2.612751694
0,0,0.067,425,5747,5735.4,184.19,194.73,189.375,54.2,0.01,637,0.397657,-0.475056,7568,7568,6.9,7.8,7.4,7.8,7.7,1,37.1,37.9,50.8,4.98,331,35.3,46415,4.02,83.2,309,8.7,1543,22240,22241,22241,22217,22241,78.88,0.367,2.49336396
101.35,25.82,0.071,425,5727.6,5735.1,129.5,136.66,126.905,47.2,0.01,637,0.406209,-0.475056,12506,12506,5.9,9.1,8.9,9.4,9.3,1,37,37.8,55.5,4.97,348,31.6,46415,3.97,83.2,16773,9.6,1592,22241,22242,22242,22218,22242,78.88,0.369,2.783918028
89.2,20.94,0.076,440,5733.6,5741.4,109.54,115.96,92.565,72.4,0.01,637,0.393381,-0.466496,3586,3613,6.9,7.8,7.6,7.9,8.1,3,38.7,39.5,52.2,4.88,348,33.8,46415,3.98,83.16,16774,9.6,1680,22245,22246,22246,22222,22246,78.3,0.369,2.55813075
89.12,20.8,0.076,440,5734.4,5741.8,109.805,115.92,133.955,71.6,0.02,638,0.393381,-0.479335,3385,3385,6.7,8.9,8.4,8.9,8.7,4,37.1,37.9,52.1,4.93,347,31.5,46416,3.86,80.99,16980,9.6,1592,22315,22316,22316,22292,22316,51,0.555,2.644948659
0,0,0.066,425,5747.9,5735.6,184.975,196.015,190.015,54,0.02,638,0.389105,-0.457937,7611,7611,6.8,8.1,7.9,8.3,8.3,9,37.1,37.9,51.4,4.92,328,34.5,46416,3.86,80.99,9434,9.6,1573,22316,22317,22317,22293,22317,51,0.554,2.48667083
89.21,20.97,0.076,440,5734.5,5741.9,109.505,116.255,134.575,72,0.02,638,0.376278,-0.470776,3619,3646,6.6,7.7,7.6,7.9,8,1,38.7,39.5,51.2,5.08,348,34.5,46415,3.9,80.86,9428,9.5,1675,22291,22292,22292,22268,22292,51,0.559,2.603230689
0,0,0.067,425,5747.5,5735.2,185.115,195.535,189.785,53.9,0.04,638,0.380554,-0.462216,7603,7603,6.5,7.7,7.3,7.7,7.5,1,37.1,37.9,50.5,5.04,328,32.5,46415,3.9,80.86,499,9.1,1651,22292,22293,22293,22269,22293,51,0.557,2.553154519
0,0,0.066,425,5747.7,5735.7,184.725,195.55,189.995,53.9,0.03,638,0.393381,-0.475056,3623,3650,6.9,8.4,8.2,8.4,8.3,5,38.7,39.5,52.8,4.77,346,33.9,46415,3.86,81,9432,9.6,1558,22303,22304,22304,22280,22304,50.99,0.556,2.615341871
101.45,25.82,0.071,425,5728.4,5735.9,129.755,136.88,127.115,46.5,0.01,638,0.397657,-0.475056,7607,7607,6.6,8,7.5,8,7.9,5,37.1,37.9,52.5,4.7,327,33,46415,3.86,81,5211,8.7,1280,22304,22305,22305,22281,22305,51,0.556,2.746890678
89.45,20.61,0.076,445,5732.5,5735.3,111.13,117.343,135.05,71.5,0.01,778,-0.350622,-0.483615,12903,12903,6.1,9.9,9.5,9.9,10.1,2,37,37.8,54.8,4.81,336,34.3,46967,3.85,80.63,17094,9.6,1690,23036,23037,23037,23013,23037,73.91,0.696,3.014583129
89.17,20.86,0.076,440,5736.3,5742.1,109.89,115.965,133.935,72,0.02,642,0.376278,-0.522133,3571,3598,6.8,8.1,7.7,8.1,8,1,38.7,39.5,50.2,5.18,336,32.1,46188,3.88,83.13,4957,8.6,1270,22395,22396,22396,22372,22396,78.3,0.372,2.451660417
89.37,20.79,0.076,440,5730.4,5737.1,111.68,118.075,136.17,70.1,0.01,743,0.467619,0.488147,3870,3897,6.7,7.7,7.5,7.8,7.8,1,38.7,39.5,51.8,4.9,347,32.6,46614,4.02,81.04,9395,9.6,1724,23064,23065,23065,23041,23065,77.89,0.378,2.56356248
88.75,20.88,0.077,435,5737.4,5745.1,111.24,117.64,135.84,73.3,0.01,713,0.463406,0.513396,3748,3775,7.1,8.4,8,8.4,8.2,5,38.7,39.5,50.6,4.93,338,33.4,46009,4.8,87.59,186,8.9,1651,22713,22714,22714,22690,22714,43.31,0.552,2.578598856
88.84,20.84,0.077,435,5737.9,5744.3,111.025,117.765,135.95,70.4,0.01,713,0.467619,0.492356,7731,7731,6.2,7.5,7.4,8,7.9,4,37.1,37.9,52.2,4.74,348,31.5,46001,4.84,86.55,4885,8.8,1377,22690,22691,22691,22667,22691,43.31,0.551,2.815024458
88.86,20.86,0.077,435,5738.7,5743.9,111.24,117.815,136.03,71.2,0.01,713,0.467619,0.492356,3742,3769,7,8.3,8,8.3,8.6,6,38.7,39.5,51.7,4.77,341,33.9,46003,4.82,87.42,6827.410804,8.962311558,1451.048995,22695,22696,22696,22672,22696,43.31,0.551,2.637490269
88.84,20.84,0.076,435,5738.1,5744.4,111.275,117.535,136.1,71.9,0.02,713,0.467619,0.488147,3474,3474,9.8,7.1,6.7,7.1,6.7,1,36.2,37,53.2,4.55,328,35.7,46005,4.81,87.58,4888,8.6,1377,22700,22701,22701,22677,22701,43.31,0.551,2.936890557
89.56,21.22,0.076,445,5731.9,5739.1,111.7,118.255,136.205,73.2,0,703,0.467619,0.509188,7272.644025,7279.979874,6.658867925,8.593962264,8.305534591,8.720628931,8.602389937,5.527044025,37.4872956,38.2872956,52.90301887,4.847584906,328,34.1,46426,4.09,81.56,9304,9.4,1578,22442,22443,22443,22419,22443,50.99,0.556,2.68862328
0,0,0.066,425,5749,5735.8,184.935,195.32,189.645,54.5,0.03,641,0.376278,-0.509294,3360,3360,6.7,8.8,8.7,9.1,9,13,37.1,37.9,51.4,5.11,340,32.6,46426,3.97,81.67,389,8.8,1358,22511,22512,22512,22488,22512,78.16,0.375,2.553441307
0,0,0.066,425,5748.5,5735.8,184.63,195.465,190.085,54.4,0.04,641,0.372002,-0.530693,3352,3352,6.7,8.3,8.1,8.3,8.2,5,37.1,37.9,52.9,4.88,340,33.8,46426,4.03,81.58,16858,9.5,1602,22487,22488,22488,22464,22488,78.16,0.374,2.550327038
