311X25,311X26,311X223,311X88,311X87,311X86,311X189,311X89,311X90,311X188,311X190,311X154,311X203,311X191,311X205,311X187,311X207,311X59,311X171,311X22,311X7,311X6,311X164,311X152,311X204,311X163,311X129,520X351,520X353,520X144,520X246,520X345,311X20,300X3,520X1,311X55,210X1,300X14,300X9,300X6,311X170,310X56,311X56,330X140,330X157,220X67,330X147,300X20,300X10,220X71
1374,1374,101,8.8,8.6,8.8,53.6,8.4,9.0,46.9,46.7,0.0,57.6,46.7,57.6,46.8,57.6,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,,20170600000000.0,0.0,57.1,20170600000000.0,0.1,54392.0,54410,54408,54408,54410.0,20170600000000.0,20170600000000.0,48150.0,20170600000000.0,101.1,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,2017060000000000.0,20170600000000.0,95.27,95.127,2017060000000000.0,94.96,20170600000000.0,20170600000000.0,2017060000000000.0
1366,1366,101,8.5,8.1,8.5,51.5,7.5,8.5,47.0,46.7,-0.1,57.7,46.7,57.7,46.7,57.7,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,0.0,57.1,20170600000000.0,0.1,54367.0,54385,54383,54383,54385.0,20170600000000.0,20170600000000.0,48125.0,,101.15,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,2017060000000000.0,20170600000000.0,95.25,95.077,2017060000000000.0,94.99,20170600000000.0,20170600000000.0,2017060000000000.0
2149,2149,112,6.9,6.5,6.9,54.7,5.9,7.1,43.9,43.8,0.0,54.6,43.9,54.6,43.9,54.3,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,0.0,54.2,20170600000000.0,0.0,54377.0,54395,54393,54393,54395.0,20170600000000.0,20170600000000.0,48135.0,20170600000000.0,100.2,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,2017060000000000.0,20170600000000.0,95.23,95.153,2017060000000000.0,95.02,20170600000000.0,20170600000000.0,2017060000000000.0
5315,5315,109,8.1,7.6,8.1,50.8,7.2,8.2,44.5,44.3,-0.1,54.8,44.3,54.9,44.3,54.9,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,0.0,54.3,20170600000000.0,0.0,54379.0,54397,54395,54395,54397.0,20170600000000.0,20170600000000.0,48137.0,20170600000000.0,100.1,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,2017060000000000.0,20170600000000.0,95.23,95.217,2017060000000000.0,95.21,20170600000000.0,20170600000000.0,2017060000000000.0
2185,2185,112,6.9,6.4,6.9,54.4,5.9,6.5,43.8,43.8,0.0,54.3,43.9,54.4,43.9,54.4,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,0.0,54.3,20170600000000.0,0.0,17607.0,17629,17628,17629,17629.0,20170600000000.0,20170600000000.0,12153.0,20170600000000.0,100.04,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,2017060000000000.0,20170600000000.0,95.02,94.937,2017060000000000.0,94.77,20170600000000.0,20170600000000.0,2017060000000000.0
5350,5350,109,7.4,7.0,7.4,49.7,6.7,7.3,44.4,44.3,-0.1,55.0,44.4,55.0,44.4,55.0,20170600000000.0,20170600000000.0,20170600000000.0,,20170600000000.0,20170600000000.0,0.0,55.0,20170600000000.0,0.1,17608.0,17630,17629,17630,17630.0,,20170600000000.0,12154.0,20170600000000.0,90.25,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,2017060000000000.0,20170600000000.0,95.02,94.917,2017060000000000.0,94.71,20170600000000.0,20170600000000.0,2017060000000000.0
1401,1401,101,8.6,8.0,8.6,51.6,7.4,8.4,46.8,46.7,0.0,57.9,46.7,57.9,46.7,57.9,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,0.0,57.6,20170600000000.0,0.1,17609.0,17631,17630,17631,17631.0,20170600000000.0,20170600000000.0,12155.0,20170600000000.0,100.0,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,2017060000000000.0,20170600000000.0,95.04,94.927,2017060000000000.0,94.71,20170600000000.0,20170600000000.0,2017060000000000.0
5353,5353,109,7.8,7.3,7.6,51.4,6.8,7.8,44.6,44.4,0.0,54.8,44.4,54.8,44.4,54.7,20170600000000.0,20170600000000.0,,20170600000000.0,20170600000000.0,20170600000000.0,0.0,54.2,20170600000000.0,0.0,17618.0,17640,17639,17640,17640.0,,20170600000000.0,,20170600000000.0,100.04,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,2017060000000000.0,20170600000000.0,95.04,95.023,2017060000000000.0,94.99,20170600000000.0,20170600000000.0,2017060000000000.0
1404,1404,101,8.3,8.0,7.9,52.8,7.7,8.5,46.9,46.7,0.0,57.6,46.8,57.6,46.7,57.6,20170600000000.0,20170600000000.0,20170600000000.0,,20170600000000.0,20170600000000.0,0.0,57.1,20170600000000.0,0.1,17619.0,17641,17640,17641,17641.0,20170600000000.0,20170600000000.0,,20170600000000.0,90.15,20170600000000.0,20170600000000.0,20170600000000.0,,2017060000000000.0,20170600000000.0,95.04,94.81,2017060000000000.0,94.69,20170600000000.0,20170600000000.0,2017060000000000.0
5354,5354,109,7.6,7.4,7.6,51.0,6.8,7.9,44.6,44.3,0.0,55.0,44.4,55.0,44.3,55.0,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,0.0,54.2,20170600000000.0,0.0,17621.0,17643,17642,17643,17643.0,20170600000000.0,20170600000000.0,,20170600000000.0,90.16,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,2017060000000000.0,20170600000000.0,95.08,95.02,2017060000000000.0,94.99,20170600000000.0,20170600000000.0,2017060000000000.0
1875,1875,112,7.4,7.0,7.3,54.0,6.4,7.7,43.6,43.5,0.0,54.4,43.6,54.4,43.6,54.4,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,0.0,54.0,20170500000000.0,0.0,56257.0,56275,56273,56273,56275.0,20170500000000.0,20170500000000.0,49760.0,20170500000000.0,101.15,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,2017050000000000.0,20170500000000.0,96.11,96.097,2017050000000000.0,96.07,20170500000000.0,20170500000000.0,2017050000000000.0
1215,1242,48,8.2,7.8,8.1,51.8,7.2,8.0,46.2,46.1,-0.1,54.4,46.1,54.5,46.1,54.4,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,-0.1,53.8,20170500000000.0,0.1,56258.0,56276,56274,56274,56276.0,20170500000000.0,20170500000000.0,49761.0,20170500000000.0,90.64,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,2017050000000000.0,20170500000000.0,96.11,95.99,2017050000000000.0,95.79,20170500000000.0,20170500000000.0,2017050000000000.0
1867,1867,112,7.9,7.4,7.9,53.2,6.5,7.7,44.0,43.8,0.0,54.4,43.8,54.4,43.8,54.4,20170500000000.0,20170500000000.0,20170500000000.0,,20170500000000.0,20170500000000.0,0.0,53.9,20170500000000.0,0.0,56233.0,56251,56249,56249,56251.0,20170500000000.0,20170500000000.0,49736.0,20170500000000.0,101.25,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,2017050000000000.0,20170500000000.0,95.91,95.907,2017050000000000.0,95.9,20170500000000.0,20170500000000.0,2017050000000000.0
1207,1234,48,8.4,8.2,8.4,53.0,8.0,8.2,46.1,46.0,-0.1,54.3,46.1,54.4,46.0,54.3,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,-0.1,54.1,20170500000000.0,0.1,56234.0,56252,56250,56250,56252.0,20170500000000.0,20170500000000.0,49737.0,20170500000000.0,90.73,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,2017050000000000.0,20170500000000.0,95.91,95.903,2017050000000000.0,95.9,20170500000000.0,20170500000000.0,2017050000000000.0
5023,5023,109,8.0,7.6,8.0,49.5,6.8,7.9,44.6,44.4,0.0,54.8,44.4,54.9,44.4,54.8,20170500000000.0,20170500000000.0,20170500000000.0,,20170500000000.0,20170500000000.0,0.0,54.2,,0.0,56235.0,56253,56251,56251,56253.0,20170500000000.0,20170500000000.0,49738.0,20170500000000.0,101.2,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,2017050000000000.0,,95.99,95.96,2017050000000000.0,95.9,20170500000000.0,20170500000000.0,2017050000000000.0
1871,1871,112,6.9,6.5,6.9,54.1,5.9,6.9,43.8,43.8,0.0,54.2,43.8,54.3,43.8,54.2,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,,20170500000000.0,0.0,54.2,20170500000000.0,0.0,56245.0,56263,56261,56261,56263.0,20170500000000.0,20170500000000.0,49748.0,20170500000000.0,101.2,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,2017050000000000.0,20170500000000.0,95.99,95.957,2017050000000000.0,95.9,20170500000000.0,20170500000000.0,2017050000000000.0
1211,1238,48,8.2,7.7,8.2,51.7,7.1,7.7,46.1,46.0,-0.1,54.3,46.1,54.4,46.1,54.4,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,-0.1,54.3,20170500000000.0,0.1,56246.0,56264,56262,56262,56264.0,20170500000000.0,20170500000000.0,49749.0,20170500000000.0,90.66,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,2017050000000000.0,20170500000000.0,95.98,95.98,2017050000000000.0,95.98,20170500000000.0,20170500000000.0,2017050000000000.0
5027,5027,109,7.6,7.0,7.6,49.1,6.7,7.1,44.3,44.2,0.0,54.8,44.2,54.9,44.3,54.8,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,0.0,54.8,20170500000000.0,0.0,56247.0,56265,56263,56263,56265.0,20170500000000.0,20170500000000.0,49750.0,20170500000000.0,101.2,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,2017050000000000.0,20170500000000.0,96.08,95.897,2017050000000000.0,95.79,20170500000000.0,20170500000000.0,2017050000000000.0
5030,5030,109,7.7,7.5,7.7,50.5,7.2,7.7,44.5,44.2,-0.1,55.0,44.2,55.0,44.2,55.0,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,0.0,54.2,20170500000000.0,0.1,56256.0,56274,56272,56272,56274.0,20170500000000.0,,49759.0,20170500000000.0,90.63,,,,20170500000000.0,2017050000000000.0,20170500000000.0,96.11,95.987,2017050000000000.0,95.79,20170500000000.0,20170500000000.0,2017050000000000.0
1301,1328,48,8.5,8.1,8.5,52.4,7.8,8.5,46.1,46.0,-0.1,54.4,46.1,54.5,46.0,54.4,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,-0.1,54.1,20170600000000.0,0.1,56231.0,56249,56247,56247,56249.0,20170600000000.0,20170600000000.0,49734.0,20170600000000.0,101.25,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,2017060000000000.0,20170600000000.0,96.03,95.973,2017050000000000.0,95.87,20170600000000.0,20170600000000.0,2017050000000000.0
1258,1258,101,9.4,8.9,8.9,53.3,8.5,9.1,46.9,46.8,0.0,57.6,46.8,57.6,46.8,57.6,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,0.0,57.1,20170600000000.0,0.1,56232.0,56250,56248,56248,56250.0,,20170600000000.0,49735.0,20170600000000.0,90.72,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,2017060000000000.0,20170600000000.0,96.03,96.03,2017050000000000.0,96.03,20170600000000.0,20170600000000.0,2017050000000000.0
5111,5111,109,8.2,7.6,7.7,50.3,7.2,7.6,44.6,44.3,-0.1,54.9,44.3,55.0,44.3,55.0,20170600000000.0,20170600000000.0,,20170600000000.0,20170600000000.0,20170600000000.0,0.0,54.2,20170600000000.0,0.0,56207.0,56225,56223,56223,56225.0,,20170600000000.0,49710.0,20170600000000.0,101.3,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,2017060000000000.0,20170600000000.0,95.96,95.957,2017050000000000.0,95.95,20170600000000.0,20170600000000.0,2017050000000000.0
1250,1250,101,8.4,8.2,8.4,53.3,7.9,8.4,46.9,46.8,0.0,57.6,46.8,57.6,46.8,57.6,20170600000000.0,20170600000000.0,,20170600000000.0,20170600000000.0,20170600000000.0,0.0,57.1,20170600000000.0,0.1,56208.0,56226,56224,56224,56226.0,,20170600000000.0,49711.0,20170600000000.0,90.92,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,2017060000000000.0,20170600000000.0,95.96,95.96,2017050000000000.0,95.96,20170600000000.0,20170600000000.0,2017050000000000.0
1955,1955,112,7.2,6.7,7.2,54.8,6.4,7.2,43.9,43.8,0.0,54.3,43.9,54.3,43.9,54.3,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,,20170600000000.0,0.0,54.2,20170600000000.0,0.1,56209.0,56227,56225,56225,56227.0,20170600000000.0,20170600000000.0,49712.0,20170600000000.0,101.3,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,2017060000000000.0,20170600000000.0,95.91,95.903,2017050000000000.0,95.9,20170600000000.0,20170600000000.0,2017050000000000.0
5115,5115,109,8.7,8.0,8.7,51.7,7.6,8.2,44.6,44.3,-0.1,54.8,44.4,54.9,44.4,54.8,20170600000000.0,20170600000000.0,20170600000000.0,,20170600000000.0,20170600000000.0,0.0,54.2,20170600000000.0,0.0,56219.0,56237,56235,56235,56237.0,20170600000000.0,,49722.0,20170600000000.0,101.25,,,,20170600000000.0,2017060000000000.0,20170600000000.0,96.11,96.107,2017050000000000.0,96.1,20170600000000.0,20170600000000.0,2017050000000000.0
1254,1254,101,9.1,8.6,9.1,53.4,8.1,9.4,46.9,46.8,0.0,57.6,46.9,57.6,46.9,57.6,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,0.0,57.1,20170600000000.0,0.1,56220.0,56238,56236,56236,56238.0,20170600000000.0,20170600000000.0,49723.0,20170600000000.0,90.76,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,2017060000000000.0,20170600000000.0,96.11,96.01,2017050000000000.0,95.81,20170600000000.0,20170600000000.0,2017050000000000.0
1959,1959,112,7.8,7.4,7.6,54.0,6.8,7.9,43.6,43.6,0.0,54.2,43.6,54.3,43.6,54.3,20170600000000.0,20170600000000.0,20170600000000.0,,20170600000000.0,20170600000000.0,0.0,54.0,20170600000000.0,0.0,56221.0,56239,56237,56237,56239.0,20170600000000.0,20170600000000.0,49724.0,20170600000000.0,101.2,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,2017060000000000.0,20170600000000.0,96.14,96.003,2017050000000000.0,95.81,20170600000000.0,20170600000000.0,2017050000000000.0
1257,1257,101,9.2,8.9,9.2,53.3,8.2,9.3,46.9,46.7,0.0,57.6,46.8,57.6,46.8,57.6,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,0.0,57.1,20170600000000.0,0.1,56229.0,56247,56245,56245,56247.0,,20170600000000.0,49732.0,20170600000000.0,101.2,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,2017060000000000.0,20170600000000.0,95.99,95.947,2017050000000000.0,95.87,20170600000000.0,20170600000000.0,2017050000000000.0
5244,5244,109,8.1,7.5,7.8,50.5,7.0,7.2,44.6,44.4,0.0,54.8,44.4,54.8,44.4,54.8,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,0.0,54.2,20170600000000.0,0.0,56840.0,56858,56856,56856,56858.0,20170600000000.0,20170600000000.0,50338.0,20170600000000.0,100.2,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,2017060000000000.0,20170600000000.0,95.46,95.457,2017060000000000.0,95.45,20170600000000.0,20170600000000.0,2017060000000000.0
5236,5236,109,7.8,7.4,7.7,51.7,6.9,7.8,44.6,44.3,0.0,54.8,44.4,54.9,44.5,54.8,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,0.0,54.2,20170600000000.0,0.0,56816.0,56834,56832,56832,56834.0,20170600000000.0,20170600000000.0,50314.0,20170600000000.0,89.84,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,2017060000000000.0,20170600000000.0,95.64,95.53,2017060000000000.0,95.35,20170600000000.0,20170600000000.0,2017060000000000.0
1425,1452,48,7.7,7.4,7.7,52.2,7.1,7.9,46.1,46.0,-0.1,54.4,46.1,54.4,46.1,54.4,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,-0.1,54.3,20170600000000.0,0.1,56818.0,56836,56834,56834,56836.0,,20170600000000.0,50316.0,20170600000000.0,89.84,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,2017060000000000.0,20170600000000.0,95.46,95.453,2017060000000000.0,95.45,20170600000000.0,20170600000000.0,2017060000000000.0
2081,2081,112,7.1,6.9,7.1,53.9,6.4,7.2,43.6,43.5,0.0,54.3,43.6,54.3,43.6,54.3,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,0.0,54.1,,0.0,56829.0,56847,56845,56845,56847.0,20170600000000.0,20170600000000.0,50327.0,20170600000000.0,100.15,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,2017060000000000.0,,95.58,95.577,2017060000000000.0,95.57,20170600000000.0,20170600000000.0,2017060000000000.0
1432,1459,48,8.4,8.2,8.4,53.2,7.7,8.4,46.2,46.0,-0.1,54.4,46.1,54.4,46.1,54.4,20170600000000.0,20170600000000.0,,20170600000000.0,20170600000000.0,20170600000000.0,-0.1,53.8,20170600000000.0,0.1,56839.0,56857,56855,56855,56857.0,,20170600000000.0,50337.0,20170600000000.0,100.25,20170600000000.0,20170600000000.0,20170600000000.0,20170600000000.0,2017060000000000.0,20170600000000.0,95.62,95.38,2017060000000000.0,95.24,20170600000000.0,20170600000000.0,2017060000000000.0
1079,1106,48,8.4,8.0,8.4,50.5,7.7,8.3,46.0,46.0,-0.1,54.3,46.0,54.4,46.0,54.3,20170500000000.0,20170500000000.0,20170500000000.0,,20170500000000.0,20170500000000.0,-0.1,54.1,20170500000000.0,0.1,,55830,55828,55828,55830.0,20170500000000.0,20170500000000.0,49346.0,20170500000000.0,90.29,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,2017050000000000.0,20170500000000.0,96.1,95.993,2017050000000000.0,95.78,20170500000000.0,20170500000000.0,2017050000000000.0
4899,4899,109,8.2,7.5,8.2,50.0,7.2,7.4,44.5,44.3,-0.1,54.9,44.3,54.9,44.4,54.8,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,0.0,54.2,20170500000000.0,0.1,55813.0,55831,55829,55829,55831.0,20170500000000.0,20170500000000.0,49347.0,20170500000000.0,99.02,,20170500000000.0,20170500000000.0,20170500000000.0,2017050000000000.0,20170500000000.0,96.1,96.077,2017050000000000.0,96.03,20170500000000.0,20170500000000.0,2017050000000000.0
1741,1741,112,7.0,6.5,7.0,53.6,5.8,7.1,43.8,43.8,0.0,54.2,43.8,54.2,43.8,54.2,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,0.0,54.1,,0.0,55814.0,55832,55830,55830,55832.0,20170500000000.0,20170500000000.0,49348.0,20170500000000.0,90.26,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,2017050000000000.0,,96.11,95.993,2017050000000000.0,95.77,20170500000000.0,20170500000000.0,2017050000000000.0
1810,1810,112,6.9,6.3,6.9,53.0,5.8,6.8,43.8,43.8,0.0,54.5,43.9,54.5,43.8,54.5,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,0.0,54.4,20170500000000.0,0.0,17885.0,17907,17906,17907,17907.0,20170500000000.0,,12376.0,20170500000000.0,90.24,20170500000000.0,20170500000000.0,,20170500000000.0,2017050000000000.0,20170500000000.0,95.57,95.563,2017050000000000.0,95.56,20170500000000.0,20170500000000.0,2017050000000000.0
1149,1176,48,8.0,7.6,8.0,52.3,7.1,8.2,46.2,46.2,-0.1,54.6,46.2,54.6,46.2,54.6,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,-0.1,54.6,20170500000000.0,0.1,17886.0,17908,17907,17908,17908.0,20170500000000.0,20170500000000.0,12377.0,20170500000000.0,99.99,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,2017050000000000.0,20170500000000.0,95.56,95.56,2017050000000000.0,95.56,20170500000000.0,20170500000000.0,2017050000000000.0
4968,4968,109,7.5,7.2,7.5,50.4,6.7,7.4,44.3,44.2,-0.1,55.2,44.3,55.3,44.2,55.2,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,0.0,55.1,20170500000000.0,0.0,17887.0,17909,17908,17909,17909.0,20170500000000.0,20170500000000.0,12378.0,20170500000000.0,99.26,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,2017050000000000.0,20170500000000.0,95.62,95.607,2017050000000000.0,95.58,20170500000000.0,20170500000000.0,2017050000000000.0
1153,1180,48,8.1,7.7,8.1,52.8,7.5,8.0,46.1,46.0,-0.1,54.5,46.1,54.6,46.1,54.5,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,-0.1,54.2,20170500000000.0,0.1,17898.0,17920,17919,17920,17920.0,20170500000000.0,,12389.0,20170500000000.0,90.26,20170500000000.0,20170500000000.0,,20170500000000.0,2017050000000000.0,20170500000000.0,95.5,95.5,2017050000000000.0,95.5,20170500000000.0,20170500000000.0,2017050000000000.0
4973,4973,109,8.1,7.9,8.1,51.8,7.3,8.1,44.5,44.3,-0.1,54.9,44.4,54.9,44.4,54.9,20170500000000.0,20170500000000.0,20170500000000.0,,,20170500000000.0,0.0,54.3,20170500000000.0,0.1,17902.0,17924,17923,17924,17924.0,20170500000000.0,20170500000000.0,12393.0,20170500000000.0,99.23,20170500000000.0,20170500000000.0,20170500000000.0,,2017050000000000.0,20170500000000.0,95.62,95.363,2017050000000000.0,95.23,20170500000000.0,20170500000000.0,2017050000000000.0
1816,1816,112,7.4,7.0,7.4,53.4,6.5,7.4,43.6,43.6,0.0,54.4,43.6,54.4,43.6,54.4,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,0.0,54.2,20170500000000.0,0.0,17903.0,17925,17924,17925,17925.0,20170500000000.0,20170500000000.0,12394.0,20170500000000.0,99.98,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,2017050000000000.0,20170500000000.0,95.42,95.42,2017050000000000.0,95.42,20170500000000.0,20170500000000.0,2017050000000000.0
1802,1802,112,7.3,7.0,7.3,53.8,6.4,7.5,44.0,43.8,0.0,54.3,43.9,54.3,43.9,54.3,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,0.0,53.7,20170500000000.0,0.0,55893.0,55911,55909,55909,55911.0,20170500000000.0,20170500000000.0,49427.0,20170500000000.0,90.14,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,2017050000000000.0,20170500000000.0,95.53,95.523,2017050000000000.0,95.52,20170500000000.0,20170500000000.0,2017050000000000.0
1141,1168,48,8.7,8.5,8.6,52.9,7.9,8.5,46.2,46.0,-0.1,54.4,46.0,54.4,46.0,54.4,20170500000000.0,20170500000000.0,20170500000000.0,,20170500000000.0,20170500000000.0,-0.1,53.7,20170500000000.0,0.1,55894.0,55912,55910,55910,55912.0,,20170500000000.0,49428.0,20170500000000.0,0.0,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,2017050000000000.0,20170500000000.0,95.58,95.577,2017050000000000.0,95.57,20170500000000.0,20170500000000.0,2017050000000000.0
4961,4961,109,8.0,7.7,8.0,51.0,7.3,8.2,44.6,44.4,0.0,54.7,44.5,54.7,44.4,54.7,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,0.0,54.1,20170500000000.0,0.0,55895.0,55913,55911,55911,55913.0,20170500000000.0,20170500000000.0,49429.0,20170500000000.0,97.5,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,2017050000000000.0,20170500000000.0,95.58,95.333,2017050000000000.0,95.21,20170500000000.0,20170500000000.0,2017050000000000.0
1803,1803,112,8.0,7.5,8.0,54.5,6.9,8.0,43.6,43.6,0.0,54.2,43.6,54.2,43.6,54.2,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,0.0,54.0,20170500000000.0,0.0,55896.0,55914,55912,55912,55914.0,20170500000000.0,20170500000000.0,49430.0,20170500000000.0,90.11,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,2017050000000000.0,20170500000000.0,95.42,95.417,2017050000000000.0,95.41,20170500000000.0,20170500000000.0,2017050000000000.0
1142,1169,48,8.9,8.3,8.9,52.5,7.9,9.1,46.1,46.0,-0.1,54.3,46.1,54.3,46.1,54.3,20170500000000.0,20170500000000.0,20170500000000.0,,20170500000000.0,20170500000000.0,-0.1,54.0,20170500000000.0,0.1,55897.0,55915,55913,55913,55915.0,20170500000000.0,20170500000000.0,49431.0,20170500000000.0,0.0,20170500000000.0,20170500000000.0,20170500000000.0,,2017050000000000.0,20170500000000.0,95.42,95.417,2017050000000000.0,95.41,20170500000000.0,20170500000000.0,2017050000000000.0
4962,4962,109,8.5,7.9,8.5,50.6,7.2,8.1,44.6,44.3,0.0,54.7,44.4,54.8,44.4,54.7,20170500000000.0,20170500000000.0,20170500000000.0,,20170500000000.0,20170500000000.0,0.0,54.1,20170500000000.0,0.0,55898.0,55916,55914,55914,55916.0,20170500000000.0,20170500000000.0,49432.0,20170500000000.0,97.5,20170500000000.0,20170500000000.0,20170500000000.0,,2017050000000000.0,20170500000000.0,95.45,95.41,2017050000000000.0,95.33,20170500000000.0,20170500000000.0,2017050000000000.0
1804,1804,112,6.8,6.5,6.6,54.8,5.8,6.5,43.8,43.8,0.0,54.1,43.8,54.2,43.8,54.1,,,,,20170500000000.0,20170500000000.0,0.0,54.1,20170500000000.0,0.0,55899.0,55917,55915,55915,55917.0,,20170500000000.0,49433.0,20170500000000.0,90.11,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,2017050000000000.0,20170500000000.0,95.45,95.447,2017050000000000.0,95.44,20170500000000.0,20170500000000.0,2017050000000000.0
1143,1170,48,8.2,7.5,8.2,51.3,7.1,7.7,46.0,46.0,-0.1,54.4,46.0,54.4,46.0,54.3,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,-0.1,54.3,20170500000000.0,0.1,55900.0,55918,55916,55916,55918.0,20170500000000.0,20170500000000.0,49434.0,20170500000000.0,0.0,20170500000000.0,20170500000000.0,20170500000000.0,20170500000000.0,2017050000000000.0,20170500000000.0,95.58,95.45,2017050000000000.0,95.24,20170500000000.0,20170500000000.0,2017050000000000.0
